gene
Snx18
Agps
Mindy2
Zmym4
Ube2q1
Sh2b3
Maff
Alkbh5
Garem1
Bmt2
Lgr6
Gpr153
Fbrsl1
Otud1
Taf10
Wdfy3
Slc35g1
Arf6
Foxo1
Dnajc21
Ubr3
Shisa2
Bod1
Dact1
Ankrd50
Klhl31
Sft2d3
Lrfn4
Zfp36l2
Wnk1
Otulin
Scaf8
Nexmif
Riox1
Tapt1
Nipa1
Abhd17b
Atmin
Xxylt1
Fbxo28
Frat2
Fgfbp3
Sned1
Kcna3
C2cd4a
Rgmb
Mcmbp
Amigo2
Rnf149
Rbm33
Timm29
Nrip1
Tbc1d12
Phf3
Zfp710
Retreg2
Aff4
Orai1
Arhgap23
Ubqln2
Fam171a1
Cdr2l
Map10
Amigo1
P4ha3
Camk2n2
Eml5
Pcdh1
Tagap1
Pard3b
Ppp6r1
Asap2
Rnf103
Rap1b
Atad2b
Prkcb
Fbxo31
Tmem248
Pom121
Cbx7
Mapk14
Taf4b
Rhob
Tle5
Kdm2a
Pm20d2
Zfp771
Set
Atrnl1
Tmem158
Klf2
Tmem245
Soga1
Dennd1b
Ilrun
Ier5
Nfil3
Gsk3a
Gnai1
Bloc1s3
Pkn1
Zfp746
Mcm9
Upf1
Ube2e2
Kcnc1
Usp47
Arhgef12
Sclt1
Grb2
Slc35e3
Golm2
Atp8b2
Ipmk
Rrs1
Acvr2b
Rapgef2
Tmem65
Syt9
Kcnc3
Ing2
Kif1b
Numbl
Mapk1
Brpf3
Med14
Fam172a
Anks6
Nck2
Suds3
Insm1
Arid1b
Ccdc92b
Tlnrd1
Rasal2
Cited4
Dnajc25
Jund
Map3k5
Dtnb
Nt5dc2
Phf20l1
Gpr27
Csnk1g3
Klhl21
Exoc8
Mlycd
Ap1ar
Arfgef2
Mafb
Nrbp2
Sox4
Ddi2
Smarcd2
Tmem240
Cdk5r2
Rnf8
Peds1
Lrrc10b
Tcerg1l
Smim13
C2cd4d
Inafm1
Thoc2l
Kctd12
BC085271
ENSMUSG00000120721
ENSMUSG00000121084
ENSMUSG00002076083
Rcn1
Gspt1
